BURPID,STREAM,HUC4CODE,HUC4NAME,BASIN,WBSEGMENT,Dominant Habitat Type,Instream Cover Score,Instream Cover Scale,Embeddedness (Riffles) Score,Embeddedness (Riffles) Scale,Channel Shape Score,Channel Shape Scale,Disruptive Pressures Score,Disruptive Pressures Scale,Zone Of Influence Score,Zone Of Influence Scale,Pool Substrate Characteristic Score,Pool Substrate Characteristic Scale,Pool Variability Score,Pool Variability Scale,Silt/Sand (? 2.5 mm) - Wet Fines/Wet Total %,Silt/Sand (? 2.5 mm) - Dry Fines/Dry Total %,Silt/Sand (? 2.5 mm) - All Fines/All Total Total %,Silt/Sand/VFP (? 6 mm) - Wet Fines/Wet Total %,Silt/Sand/VFP (? 6 mm) - Dry Fines/Dry Total %,Silt/Sand/VFP (? 6 mm) - All Fines/All Total %
1993SPOCA007,Toponce Creek,17040208,Portneuf,Upper Snake,ID17040208SK021_03,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
1993SPOCA008,Diamond Creek,17040207,Blackfoot,Upper Snake,ID17040207SK016_03,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
1993SPOCA009,Diamond Creek,17040207,Blackfoot,Upper Snake,ID17040207SK016_02a,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
1993SPOCA010,Lanes Creek,17040207,Blackfoot,Upper Snake,ID17040207SK018_02a,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
1993SPOCA011,Sheep Creek,17040207,Blackfoot,Upper Snake,ID17040207SK022_03,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
1993STWFA001,Beaver Creek,17040220,Camas,Upper Snake,ID17040220SK004_02,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,90,NULL,90,95,NULL,95
1993STWFA002,Camas Creek,17040220,Camas,Upper Snake,ID17040220SK013_05,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,90.84,NULL,90.84,90.84,NULL,90.84
1993STWFA003,Castle Creek,17040219,Big Wood,Upper Snake,ID17040219SK024_02,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,19.77,NULL,19.77,19.77,NULL,19.77
1993STWFA004,Cherry Creek,17040220,Camas,Upper Snake,ID17040220SK005_02,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
1993STWFA005,Corral Creek,17040220,Camas,Upper Snake,ID17040220SK015_03,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,94.59,NULL,94.59,94.98,NULL,94.98
1993STWFA006,West Fork Corral Creek,17040220,Camas,Upper Snake,ID17040220SK017_02,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,46.52,NULL,46.52,46.52,NULL,46.52
1993STWFA007,Corral Creek,17040219,Big Wood,Upper Snake,ID17040219SK014_03,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,12.9,NULL,12.9,25.81,NULL,25.81
1993STWFA008,Cove Creek,17040219,Big Wood,Upper Snake,ID17040219SK011_03,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
1993STWFA009,Cow Creek,17040220,Camas,Upper Snake,ID17040220SK018_02,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,100,NULL,100,100,NULL,100
1993STWFA010,Elk Creek,17040220,Camas,Upper Snake,ID17040220SK006_02,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,55.66,NULL,55.66,58.55,NULL,58.55
1993STWFA011,Little Beaver Creek,17040220,Camas,Upper Snake,ID17040220SK004_02,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,72.73,NULL,72.73,72.73,NULL,72.73
1993STWFA012,Little Wood River,17040221,Little Wood,Upper Snake,ID17040221SK020_04,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,32.03,NULL,32.03,32.03,NULL,32.03
1993STWFA013,McKinney Creek,17040220,Camas,Upper Snake,ID17040220SK025_02,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,100,NULL,100,100,NULL,100
1993STWFA014,Rough Creek,17040220,Camas,Upper Snake,ID17040220SK016_02,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,51.74,NULL,51.74,51.74,NULL,51.74
1993STWFA015,Soldier Creek,17040220,Camas,Upper Snake,ID17040220SK011_03,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,21.32,NULL,21.32,23.51,NULL,23.51
1993STWFA016,Spring Creek,17040220,Camas,Upper Snake,ID17040220SK026_03,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
1993STWFA017,Stalker Creek,17040221,Little Wood,Upper Snake,ID17040221SK023_03,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
1993STWFA018,Thompson Creek,17040219,Big Wood,Upper Snake,ID17040219SK024_03,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,16.01,NULL,16.01,17.65,NULL,17.65
1993STWFA019,Trail Creek,17040219,Big Wood,Upper Snake,ID17040219SK013_04,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,14.24,NULL,14.24,28.48,NULL,28.48
1993STWFA020,Trail Creek,17040219,Big Wood,Upper Snake,ID17040219SK013_04,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,9.33,NULL,9.33,19,NULL,19
1993STWFA021,Vineyard Creek,17040212,Upper Snake-Rock,Upper Snake,ID17040212SK027_02,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
1993STWFA022,Warm Springs Creek,17040219,Big Wood,Upper Snake,ID17040219SK023_04,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,25,NULL,25,25,NULL,25
1993STWFA023,Warm Springs Creek,17040219,Big Wood,Upper Snake,ID17040219SK023_04,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,7.52,NULL,7.52,33.01,NULL,33.01
1993STWFA024,Warm Springs Creek,17040219,Big Wood,Upper Snake,ID17040219SK024_04,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,38.56,NULL,38.56,38.56,NULL,38.56
1993STWFA025,Wild Horse Creek,17040220,Camas,Upper Snake,ID17040220SK021_03,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,71.96,NULL,71.96,71.96,NULL,71.96
1993STWFA026,Willow Creek,17040220,Camas,Upper Snake,ID17040220SK003_04,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,48.66,NULL,48.66,49.33,NULL,49.33
1993STWFA027,Baker Creek,17040219,Big Wood,Upper Snake,ID17040219SK021_03,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,25.16,NULL,25.16,25.16,NULL,25.16
1993STWFA028,Cassia Creek,17040210,Raft,Upper Snake,ID17040210SK007_03,Riffle/Run,15,0 to 20,5,0 to 20,4,0 to 15,10,0 to 10,1,0 to 10,0,0 to 20,0,0 to 20,86.47,NULL,86.47,86.47,NULL,86.47
1993STWFA030,Deer Creek,17040219,Big Wood,Upper Snake,ID17040219SK026_03,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,32.86,NULL,32.86,32.86,NULL,32.86
1993STWFA031,East Fork Wood River,17040219,Big Wood,Upper Snake,ID17040219SK010_04,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
1993STWFA032,East Fork Wood River,17040219,Big Wood,Upper Snake,ID17040219SK011_03,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,32.15,NULL,32.15,32.15,NULL,32.15
1993STWFA033,Fish Creek,17040221,Little Wood,Upper Snake,ID17040221SK008_03,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
1993STWFA034,Fourth Fork Rock Creek,17040212,Upper Snake-Rock,Upper Snake,ID17040212SK018_02,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,51.72,NULL,51.72,51.72,NULL,51.72
1993STWFA035,Goose Creek,17040211,Goose,Upper Snake,ID17040211SK005_05,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,76.36,NULL,76.36,81.79,NULL,81.79
1993STWFA036,House Creek,17040213,Salmon Falls,Upper Snake,ID17040213SK005_03,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,62.96,NULL,62.96,65.66,NULL,65.66
1993STWFA037,Hyndman Creek,17040219,Big Wood,Upper Snake,ID17040219SK012_03,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,21.21,NULL,21.21,21.21,NULL,21.21
1993STWFA038,Marsh Creek,17040209,Lake Walcott,Upper Snake,ID17040209SK003_03,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,37.92,NULL,37.92,37.92,NULL,37.92
1993STWFA039,North Fork Big Wood River,17040219,Big Wood,Upper Snake,ID17040219SK017_03,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,20,NULL,20,20,NULL,20
1993STWFA040,Prairie Creek,17040219,Big Wood,Upper Snake,ID17040219SK020_03,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,13.44,NULL,13.44,13.44,NULL,13.44
1993STWFA041,Third Fork Rock Creek,17040212,Upper Snake-Rock,Upper Snake,ID17040212SK018_03,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,27.65,NULL,27.65,31.19,NULL,31.19
1993STWFA042,Trapper Creek,17040211,Goose,Upper Snake,ID17040211SK003_04,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,90.7,NULL,90.7,90.7,NULL,90.7
1993STWFA043,West Fork Fish Creek,17040221,Little Wood,Upper Snake,ID17040221SK009_03,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
1993STWFA044,Wilson Creek,17040219,Big Wood,Upper Snake,ID17040219SK014_02,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
1993STWFA045,Cedar Creek,17040213,Salmon Falls,Upper Snake,ID17040213SK006_03,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,61.61,NULL,61.61,61.61,NULL,61.61
1994SBOIA001,Big Willow Creek,17050122,Payette,Southwest,ID17050122SW017_03,Riffle/Run,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,13.08,NULL,13.08,15.89,NULL,15.89
1994SBOIA002,Big Willow Creek,17050122,Payette,Southwest,ID17050122SW017_03,Riffle/Run,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,39.39,NULL,39.39,41.41,NULL,41.41
1994SBOIA003,Big Willow Creek,17050122,Payette,Southwest,ID17050122SW017_04,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,64.79,NULL,64.79,73.24,NULL,73.24
1994SBOIA004,Big Willow Creek,17050122,Payette,Southwest,ID17050122SW017_03,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,16.19,NULL,16.19,17.14,NULL,17.14
1994SBOIA005,Succor Creek,17050103,Middle Snake-Succor,Southwest,ID17050103SW003_03,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,36.46,NULL,36.46,44.79,NULL,44.79
1994SBOIA006,Succor Creek,17050103,Middle Snake-Succor,Southwest,ID17050103SW003_03,Riffle/Run,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,20.75,NULL,20.75,28.3,NULL,28.3
1994SBOIA007,Big Jacks Creek,17050102,Bruneau,Southwest,ID17050102SW004_05,Riffle/Run,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,14.95,NULL,14.95,18.69,NULL,18.69
1994SBOIA008,Big Jacks Creek,17050102,Bruneau,Southwest,ID17050102SW004_05,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,23.58,NULL,23.58,26.42,NULL,26.42
1994SBOIA009,Sheep Creek,17050102,Bruneau,Southwest,ID17050102SW014_04,Glide/Pool,8,0 to 20,0,0 to 20,7,0 to 15,8,0 to 10,3,0 to 10,10,0 to 20,12,0 to 20,21.9,NULL,21.9,23.81,NULL,23.81
1994SBOIA010,Bruneau River,17050102,Bruneau,Southwest,ID17050102SW013_05,Riffle/Run,10,0 to 20,12,0 to 20,6,0 to 15,9,0 to 10,8,0 to 10,0,0 to 20,0,0 to 20,8.57,NULL,8.57,8.57,NULL,8.57
1994SBOIA011,Sheep Creek,17050102,Bruneau,Southwest,ID17050102SW014_05,Riffle/Run,7,0 to 20,9,0 to 20,1,0 to 15,9,0 to 10,1,0 to 10,0,0 to 20,0,0 to 20,17.14,NULL,17.14,25.71,NULL,25.71
1994SBOIA012,Battle Creek,17050104,Upper Owyhee,Southwest,ID17050104SW023_03,Glide/Pool,6,0 to 20,0,0 to 20,6,0 to 15,2,0 to 10,5,0 to 10,11,0 to 20,7,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
1994SBOIA013,Battle Creek,17050104,Upper Owyhee,Southwest,ID17050104SW023_04,Glide/Pool,11,0 to 20,0,0 to 20,2,0 to 15,9,0 to 10,1,0 to 10,11,0 to 20,11,0 to 20,0,NULL,0,0,NULL,0
1994SBOIA014,Owyhee River,17050104,Upper Owyhee,Southwest,ID17050104SW001_06,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,1.87,NULL,1.87,2.8,NULL,2.8
1994SBOIA015,Owyhee River,17050104,Upper Owyhee,Southwest,ID17050104SW001_06,Riffle/Run,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,13.04,NULL,13.04,13.04,NULL,13.04
1994SBOIA017,Round Valley Creek,17060210,Little Salmon,Salmon,ID17060210SL006_02,Riffle/Run,16,0 to 20,15,0 to 20,15,0 to 15,10,0 to 10,8,0 to 10,0,0 to 20,0,0 to 20,15.74,NULL,15.74,20.37,NULL,20.37
1994SBOIA018,UNT to Round Valley Creek,17060210,Little Salmon,Salmon,ID17060210SL006_02,Riffle/Run,13,0 to 20,10,0 to 20,10,0 to 15,10,0 to 10,4,0 to 10,0,0 to 20,0,0 to 20,25,NULL,25,27.88,NULL,27.88
1994SBOIA019,Lost Creek,17050124,Weiser,Southwest,ID17050124SW020_02,Riffle/Run,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,3.39,NULL,3.39,6.78,NULL,6.78
1994SBOIA020,East Fork Lost Creek,17050124,Weiser,Southwest,ID17050124SW020_02,Riffle/Run,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,9.26,NULL,9.26,13.89,NULL,13.89
1994SBOIA021,East Pine Creek,17050124,Weiser,Southwest,ID17050124SW027_02,Riffle/Run,7,0 to 20,11,0 to 20,14,0 to 15,10,0 to 10,4,0 to 10,0,0 to 20,0,0 to 20,8.49,NULL,8.49,9.43,NULL,9.43
1994SBOIA022,Dukes Creek,17050201,Brownlee Reservoir,Southwest,ID17050201SW003_02,Riffle/Run,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,28.04,NULL,28.04,28.97,NULL,28.97
1994SBOIA023,Smith Creek,17050113,South Fork Boise,Southwest,ID17050113SW032_03,Riffle/Run,10,0 to 20,19,0 to 20,2,0 to 15,7,0 to 10,2,0 to 10,0,0 to 20,0,0 to 20,9.52,NULL,9.52,12.38,NULL,12.38
1994SBOIA024,Smith Creek,17050113,South Fork Boise,Southwest,ID17050113SW032_03,Riffle/Run,10,0 to 20,4,0 to 20,1,0 to 15,4,0 to 10,1,0 to 10,0,0 to 20,0,0 to 20,43.27,NULL,43.27,44.23,NULL,44.23
1994SBOIA025,Middle Fork Boise River,17050111,North and Middle Forks Boise,Southwest,ID17050111SW001_04,Riffle/Run,13,0 to 20,19,0 to 20,15,0 to 15,7,0 to 10,1,0 to 10,0,0 to 20,0,0 to 20,4.72,NULL,4.72,4.72,NULL,4.72
1994SBOIA026,Middle Fork Boise River,17050111,North and Middle Forks Boise,Southwest,ID17050111SW001_04,Riffle/Run,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,2.83,NULL,2.83,2.83,NULL,2.83
1994SBOIA027,Bear Creek,17050201,Brownlee Reservoir,Southwest,ID17050201SW016_02,Riffle/Run,17,0 to 20,16,0 to 20,1,0 to 15,10,0 to 10,7,0 to 10,0,0 to 20,0,0 to 20,2.86,NULL,2.86,4.76,NULL,4.76
1994SBOIA028,West Pine Creek,17050124,Weiser,Southwest,ID17050124SW027_02,Riffle/Run,11,0 to 20,9,0 to 20,4,0 to 15,7,0 to 10,1,0 to 10,0,0 to 20,0,0 to 20,15.89,NULL,15.89,21.5,NULL,21.5
1994SBOIA029,West Pine Creek,17050124,Weiser,Southwest,ID17050124SW027_03,Riffle/Run,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,7.34,NULL,7.34,8.26,NULL,8.26
1994SBOIA030,West Pine Creek,17050124,Weiser,Southwest,ID17050124SW027_03,Riffle/Run,18,0 to 20,17,0 to 20,4,0 to 15,9,0 to 10,2,0 to 10,0,0 to 20,0,0 to 20,9.52,NULL,9.52,9.52,NULL,9.52
1994SBOIA031,Pine Creek,17050124,Weiser,Southwest,ID17050124SW027_03,Riffle/Run,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,21.1,NULL,21.1,22.02,NULL,22.02
1994SBOIA032,Crooked River,17050201,Brownlee Reservoir,Southwest,ID17050201SW015_02,Glide/Pool,10,0 to 20,0,0 to 20,10,0 to 15,10,0 to 10,10,0 to 10,8,0 to 20,16,0 to 20,25.93,NULL,25.93,31.48,NULL,31.48
1994SBOIA033,Wildhorse River,17050201,Brownlee Reservoir,Southwest,ID17050201SW015_04,Riffle/Run,15,0 to 20,17,0 to 20,6,0 to 15,8,0 to 10,2,0 to 10,0,0 to 20,0,0 to 20,26.17,NULL,26.17,29.91,NULL,29.91
1994SBOIA034,Wildhorse River,17050201,Brownlee Reservoir,Southwest,ID17050201SW015_04,Riffle/Run,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,4.59,NULL,4.59,4.59,NULL,4.59
1994SBOIA035,Crooked River,17050201,Brownlee Reservoir,Southwest,ID17050201SW015_02,Riffle/Run,19,0 to 20,18,0 to 20,9,0 to 15,10,0 to 10,7,0 to 10,0,0 to 20,0,0 to 20,6.48,NULL,6.48,10.19,NULL,10.19
1994SBOIA036,Mann Creek,17050124,Weiser,Southwest,ID17050124SW032_03,Riffle/Run,13,0 to 20,11,0 to 20,1,0 to 15,9,0 to 10,4,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
1994SBOIA037,Dewey Creek,17050124,Weiser,Southwest,ID17050124SW016_02,Glide/Pool,13,0 to 20,0,0 to 20,7,0 to 15,8,0 to 10,3,0 to 10,9,0 to 20,18,0 to 20,18.55,NULL,18.55,29.84,NULL,29.84
1994SBOIA038,Dewey Creek,17050124,Weiser,Southwest,ID17050124SW016_02,Riffle/Run,16,0 to 20,14,0 to 20,12,0 to 15,10,0 to 10,6,0 to 10,0,0 to 20,0,0 to 20,5.66,NULL,5.66,10.38,NULL,10.38
1994SBOIA039,Beaver Creek,17050124,Weiser,Southwest,ID17050124SW007_02,Riffle/Run,14,0 to 20,16,0 to 20,15,0 to 15,6,0 to 10,8,0 to 10,0,0 to 20,0,0 to 20,0,NULL,0,1.9,NULL,1.9
1994SBOIA040,Beaver Creek,17050124,Weiser,Southwest,ID17050124SW007_02,Riffle/Run,15,0 to 20,6,0 to 20,5,0 to 15,6,0 to 10,4,0 to 10,0,0 to 20,0,0 to 20,10.19,NULL,10.19,12.96,NULL,12.96
1994SBOIA041,Little Salmon River,17060210,Little Salmon,Salmon,ID17060210SL007_05,Glide/Pool,11,0 to 20,0,0 to 20,1,0 to 15,4,0 to 10,1,0 to 10,5,0 to 20,11,0 to 20,20.72,NULL,20.72,27.03,NULL,27.03
1994SBOIA042,Middle Fork Payette River,17050121,Middle Fork Payette,Southwest,ID17050121SW005_03,Riffle/Run,15,0 to 20,15,0 to 20,14,0 to 15,8,0 to 10,4,0 to 10,0,0 to 20,0,0 to 20,20,NULL,20,20,NULL,20
1994SBOIA043,Middle Fork Payette River,17050121,Middle Fork Payette,Southwest,ID17050121SW005_04,Riffle/Run,18,0 to 20,11,0 to 20,8,0 to 15,4,0 to 10,3,0 to 10,0,0 to 20,0,0 to 20,31.13,NULL,31.13,31.13,NULL,31.13
1994SBOIA044,Middle Fork Payette River,17050121,Middle Fork Payette,Southwest,ID17050121SW001_04,Glide/Pool,16,0 to 20,0,0 to 20,5,0 to 15,9,0 to 10,3,0 to 10,10,0 to 20,6,0 to 20,15.74,NULL,15.74,20.37,NULL,20.37
1994SBOIA045,Little Salmon River,17060210,Little Salmon,Salmon,ID17060210SL007_05,Glide/Pool,11,0 to 20,0,0 to 20,0,0 to 15,10,0 to 10,8,0 to 10,3,0 to 20,8,0 to 20,0,NULL,0,0.94,NULL,0.94
1994SBOIA046,West Fork Buckhorn Creek,17060208,South Fork Salmon,Salmon,ID17060208SL012_04,Riffle/Run,12,0 to 20,8,0 to 20,8,0 to 15,10,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,6.42,NULL,6.42,13.76,NULL,13.76
1994SBOIA047,Buckhorn Creek,17060208,South Fork Salmon,Salmon,ID17060208SL012_03,Riffle/Run,10,0 to 20,12,0 to 20,11,0 to 15,10,0 to 10,3,0 to 10,0,0 to 20,0,0 to 20,3.77,NULL,3.77,7.55,NULL,7.55
1994SBOIA048,Deep Creek,17060101,Hells Canyon,Salmon,ID17060101SL004_02,Riffle/Run,19,0 to 20,17,0 to 20,7,0 to 15,10,0 to 10,7,0 to 10,0,0 to 20,0,0 to 20,3.77,NULL,3.77,6.6,NULL,6.6
1994SBOIA049,Deep Creek,17060101,Hells Canyon,Salmon,ID17060101SL004_03,Riffle/Run,20,0 to 20,18,0 to 20,13,0 to 15,10,0 to 10,5,0 to 10,0,0 to 20,0,0 to 20,2.75,NULL,2.75,3.67,NULL,3.67
1994SBOIA050,Fall Creek,17050123,North Fork Payette,Southwest,ID17050123SW017_03,Glide/Pool,3,0 to 20,0,0 to 20,2,0 to 15,10,0 to 10,5,0 to 10,5,0 to 20,13,0 to 20,50,NULL,50,53.77,NULL,53.77
1994SBOIA051,Box Creek,17050123,North Fork Payette,Southwest,ID17050123SW018_02,Riffle/Run,19,0 to 20,17,0 to 20,7,0 to 15,10,0 to 10,3,0 to 10,0,0 to 20,0,0 to 20,22.94,NULL,22.94,26.61,NULL,26.61
1994SBOIA052,Dead Horse Creek,17050123,North Fork Payette,Southwest,ID17050123SW017_02,Glide/Pool,11,0 to 20,0,0 to 20,10,0 to 15,10,0 to 10,3,0 to 10,8,0 to 20,17,0 to 20,20,NULL,20,32.38,NULL,32.38
1994SBOIA053,Brush Creek,17050123,North Fork Payette,Southwest,ID17050123SW018_02,Riffle/Run,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,10.09,NULL,10.09,11.01,NULL,11.01
1994SBOIA054,Cougar Creek,17050123,North Fork Payette,Southwest,ID17050123SW019_02,Riffle/Run,11,0 to 20,8,0 to 20,14,0 to 15,10,0 to 10,3,0 to 10,0,0 to 20,0,0 to 20,3.57,NULL,3.57,11.61,NULL,11.61
1994SBOIA055,North Fork Payette River,17050123,North Fork Payette,Southwest,ID17050123SW021_02,Riffle/Run,20,0 to 20,9,0 to 20,12,0 to 15,10,0 to 10,10,0 to 10,0,0 to 20,0,0 to 20,11.43,NULL,11.43,14.29,NULL,14.29
