"","siteid","sitename","stream","source","lat","long","comid","siteclass","order","au","georef_ID305b_cycle","georef_notes","sed_tmdl","l4_code","l4_name","deq_region","blm_ecoregion","basin","huc4code","huc4name","source_sitetype","sampleid","year","sample_date","bankfull_width_m","bankfull_width_category","pct_fine","pct_fine_fraction","sample_FSBI","SMI2","SMI2_benchmark","BURP_sitescore","OE","OE_benchmark","OE_model","framework_fines_ref_benchmark","framework_FSBI_ref_benchmark","framework_SME75_benchmark","blm_fines_ref_benchmark","has_both"
"66","2045","123-19-K","Trib of Brush","USFS-PIBO",45.145027,-116.345078,23569755,"Foothills","1","ID17060210SL006_02",2022,NA,"N","11f","Canyons and Dissected Highlands","BRO/LRO","NorthernRockies","Salmon",17060210,"Little Salmon","Managed","10915","2019",2019-08-25,2.66,"< 10 m",98.89,"< 2 mm",NA,NA,53,NA,NA,0.78,"USFS-PIBO",39.5,80,52,29,"N"
"67","1998SIDFA007","1998SIDFA007","East Threemile Creek","DEQ BURP",44.405846,-112.089508,23224172,"Foothills","1","ID17040214SK017_02",2022,NA,"N","17ab","Dry Gneissic-Schistose-Volcanic Hills","IDF","NorthernRockies","Upper Snake",17040214,"Beaver-Camas","Other","1998SIDFA007","1998",NA,2.73333333333333,"< 10 m",29.79,"< 2.5 mm",125,57,53,2,NA,NA,NA,39.5,80,52,29,"Y"
"68","2019SPOCA027","2019SPOCA027","Haderlie Creek","DEQ BURP",43.008114,-111.104048,23134847,"Foothills","1","ID17040105SK003_02j",2022,NA,"Y","17o","Partly Forested Mountains","POC","NorthernRockies","Upper Snake",17040105,"Salt","","2019SPOCA027","2019",NA,1.46666666666667,"< 10 m",30.83,"< 2.5 mm",5,33,53,1.33,NA,NA,NA,39.5,80,52,29,"Y"
"69","1998SIDFB051","1998SIDFB051","Flower Garden Creek","DEQ BURP",43.743611,-113.649596,23240542,"Foothills","1","ID17040218SK049_02",2022,NA,"N","17ab","Dry Gneissic-Schistose-Volcanic Hills","IDF","NorthernRockies","Upper Snake",17040218,"Big Lost","Other","1998SIDFB051","1998",NA,1.61666666666667,"< 10 m",33.97,"< 2.5 mm",20,22,53,1,NA,NA,NA,39.5,80,52,29,"Y"
"70","2186","017-10-I","Canyon","USFS-PIBO",48.369278,-116.80843,22990215,"Foothills","1","ID17010215PN003_02",2022,NA,"N","15u","Inland Maritime Foothills and Valleys","CRO","NorthernRockies","Panhandle",17010215,"Priest","Managed","9778","2017",2017-06-17,4.98,"< 10 m",9.3,"< 2 mm",170,NA,53,NA,0.887696,0.78,"USFS-PIBO",39.5,80,52,29,"Y"
"71","1996SIDFY011","1996SIDFY011","Elk Creek","DEQ BURP",43.223845,-111.218024,24441680,"Foothills","1","ID17040104SK011_02",2022,NA,"N","17o","Partly Forested Mountains","IDF","NorthernRockies","Upper Snake",17040104,"Palisades","","1996SIDFY011","1996",NA,5.88333333333333,"< 10 m",52.56,"< 2.5 mm",NA,NA,53,NA,NA,NA,NA,39.5,80,52,29,"N"
"72","1997SIDFM138","1997SIDFM138","Myers Creek","DEQ BURP",44.261179,-112.714185,23228112,"Foothills","1","ID17040215SK021_02",2022,NA,"N","17ab","Dry Gneissic-Schistose-Volcanic Hills","IDF","NorthernRockies","Upper Snake",17040215,"Medicine Lodge","","1997SIDFM138","1997",NA,2.13333333333333,"< 10 m",61.11,"< 2.5 mm",NA,NA,53,NA,NA,NA,NA,39.5,80,52,29,"N"
"73","2012SIDFA024","2012SIDFA024","Snow Creek","DEQ BURP",44.154291,-111.179581,24460426,"Foothills","1","ID17040202SK012_02",2022,NA,"N","17j","Yellowstone Plateau","IDF","NorthernRockies","Upper Snake",17040202,"Upper Henrys","","2012SIDFA024","2012",NA,0.25,"< 10 m",10,"< 2.5 mm",85,40,53,2,NA,NA,NA,39.5,80,52,29,"Y"
"74","1998SIDFA005","1998SIDFA005","West Threemile Creek","DEQ BURP",44.374396,-112.14168,23224256,"Foothills","1","ID17040214SK017_02",2022,NA,"N","17ab","Dry Gneissic-Schistose-Volcanic Hills","IDF","NorthernRockies","Upper Snake",17040214,"Beaver-Camas","Other","1998SIDFA005","1998",NA,2.23333333333333,"< 10 m",37.8,"< 2.5 mm",35,34,53,1.67,NA,NA,NA,39.5,80,52,29,"Y"
"75","2014SLEWA010","2014SLEWA010","Miles Creek","DEQ BURP",46.305079,-115.874661,23607830,"Foothills","1","ID17060306CL035_02",2022,NA,"N","15n","Weippe Prairie","LEW","NorthernRockies","Clearwater",17060306,"Clearwater","","2014SLEWA010","2014",NA,2.83333333333333,"< 10 m",96.25,"< 2.5 mm",35,51,53,1,NA,NA,NA,39.5,80,52,29,"Y"
"76","2004SPOCA006","2004SPOCA006","Brush Creek","DEQ BURP",42.952211,-111.149384,23135031,"Foothills","1","ID17040105SK004_02a",2022,NA,"N","17o","Partly Forested Mountains","POC","NorthernRockies","Upper Snake",17040105,"Salt","Reference","2004SPOCA006","2004",NA,3.86666666666667,"< 10 m",36.31,"< 2.5 mm",NA,NA,53,NA,NA,NA,NA,39.5,80,52,29,"N"
"77","2017SPOCA048","2017SPOCA048","Mill Canyon","DEQ BURP",42.807594,-111.311328,24482189,"Foothills","1","ID17040207SK015_02a",2022,NA,"N","17o","Partly Forested Mountains","POC","NorthernRockies","Upper Snake",17040207,"Blackfoot","","2017SPOCA048","2017",NA,1.63333333333333,"< 10 m",26.63,"< 2.5 mm",85,55,53,2.5,NA,NA,NA,39.5,80,52,29,"Y"
"78","2019SIDFA004","2019SIDFA004","Edie Creek","DEQ BURP",44.400102,-112.571179,23227794,"Foothills","1","ID17040215SK010_02",2022,NA,"Y","17ab","Dry Gneissic-Schistose-Volcanic Hills","IDF","NorthernRockies","Upper Snake",17040215,"Medicine Lodge","","2019SIDFA004","2019",NA,1.1,"< 10 m",19.87,"< 2.5 mm",110,44,53,1.67,NA,NA,NA,39.5,80,52,29,"Y"
"79","1999SPOCA055","1999SPOCA055","Rasmussen Creek","DEQ BURP",42.861533,-111.396151,24481223,"Foothills","1","ID17040207SK023_02a",2022,NA,"Y","17o","Partly Forested Mountains","POC","NorthernRockies","Upper Snake",17040207,"Blackfoot","Other","1999SPOCA055","1999",NA,2.86666666666667,"< 10 m",62.11,"< 2.5 mm",0,26,53,1,NA,NA,NA,39.5,80,52,29,"Y"
"80","2047","123-16-K","Mud","USFS-PIBO",45.054161,-116.385397,23569085,"Foothills","1","ID17060210SL008_02",2022,NA,"N","11f","Canyons and Dissected Highlands","BRO/LRO","NorthernRockies","Salmon",17060210,"Little Salmon","Managed","6157","2011",2011-10-12,2.61,"< 10 m",12,"< 2 mm",NA,NA,53,NA,NA,0.78,"USFS-PIBO",39.5,80,52,29,"N"
"81","2022SCDAA015","2022SCDAA015","Cocolalla Creek","DEQ BURP",48.09386,-116.58858,24114251,"Foothills","1","ID17010214PN014_02",2022,NA,"Y","15u","Inland Maritime Foothills and Valleys","CDA","NorthernRockies","Panhandle",17010214,"Pend Oreille Lake","","2022SCDAA015","2022",NA,2.96666666666667,"< 10 m",8.28,"< 2.5 mm",NA,NA,53,NA,NA,NA,NA,39.5,80,52,29,"N"
"82","1999SPOCA042","1999SPOCA042","Right Hand Fork Georgetown Canyon","DEQ BURP",42.488621,-111.307577,4469847,"Foothills","1","ID16010201BR022_02a",2022,NA,"N","17o","Partly Forested Mountains","POC","NorthernRockies","Bear River",16010201,"Bear Lake","Other","1999SPOCA042","1999",NA,2.06666666666667,"< 10 m",40,"< 2.5 mm",20,45,53,1,NA,NA,NA,39.5,80,52,29,"Y"
"83","1998SIDFA031","1998SIDFA031","Chicken Creek","DEQ BURP",44.490469,-112.230541,23223666,"Foothills","1","ID17040214SK021_02",2022,NA,"N","17ab","Dry Gneissic-Schistose-Volcanic Hills","IDF","NorthernRockies","Upper Snake",17040214,"Beaver-Camas","Other","1998SIDFA031","1998",NA,3.7,"< 10 m",52.87,"< 2.5 mm",25,46,53,1,NA,NA,NA,39.5,80,52,29,"Y"
"84","2012SCDAA012","2012SCDAA012","UNT to Kelso Lake","DEQ BURP",48.012858,-116.706199,24116063,"Foothills","1","ID17010214PN004_02",2022,NA,"N","15s","Spokane Valley Outwash Plains","CDA","NorthernRockies","Panhandle",17010214,"Pend Oreille Lake","","2012SCDAA012","2012",NA,3.2,"< 10 m",35.19,"< 2.5 mm",30,40,53,1.67,NA,NA,NA,39.5,80,52,29,"Y"
"85","2003SBOIA004","2003SBOIA004","Indian Creek","DEQ BURP",45.280909,-116.352955,23569369,"Foothills","1","ID17060210SL001_02a",2022,NA,"N","11g","Canyons and Dissected Uplands","BOI","NorthernRockies","Salmon",17060210,"Little Salmon","Reference","2003SBOIA004","2003",NA,1.93333333333333,"< 10 m",26.38,"< 2.5 mm",120,69,53,2.5,NA,NA,NA,39.5,80,52,29,"Y"
"86","1997SLEWB013","1997SLEWB013","Cranberry Creek","DEQ BURP",46.686392,-116.116891,23630754,"Foothills","1","ID17060308CL029_02",2022,NA,"Y","15v","Northern Idaho Hills and Low Relief Mountains","LEW","NorthernRockies","Clearwater",17060308,"Lower North Fork Clearwater","","1997SLEWB013","1997",NA,2.28333333333333,"< 10 m",100,"< 2.5 mm",NA,NA,53,NA,NA,NA,NA,39.5,80,52,29,"N"
"87","1998SIDFA043","1998SIDFA043","North Fork Fritz Creek","DEQ BURP",44.413245,-112.738758,23228004,"Foothills","1","ID17040215SK016_02",2022,NA,"N","17ab","Dry Gneissic-Schistose-Volcanic Hills","IDF","NorthernRockies","Upper Snake",17040215,"Medicine Lodge","Other","1998SIDFA043","1998",NA,6.66666666666667,"< 10 m",65.87,"< 2.5 mm",110,51,53,1,NA,NA,NA,39.5,80,52,29,"Y"
"88","2013SDEQA418","2013SDEQA418","UNT to Tincup Creek","DEQ BURP",43.008398,-111.277928,23134869,"Foothills","1","ID17040105SK003_02",2022,NA,"Y","17o","Partly Forested Mountains","DEQ","NorthernRockies","Upper Snake",17040105,"Salt","","2013SDEQA418","2013",NA,1.93333333333333,"< 10 m",45.18,"< 2.5 mm",50,46,53,1.5,NA,NA,NA,39.5,80,52,29,"Y"
"89","486","092-10-I","Reese","USFS-PIBO",44.821008,-113.513708,23513192,"Foothills","1","ID17060204SL054_02",2022,NA,"N","17ab","Dry Gneissic-Schistose-Volcanic Hills","IRO","NorthernRockies","Salmon",17060204,"Lemhi","Managed","4943","2009",2009-07-08,2.55,"< 10 m",14.44,"< 2 mm",110,NA,53,NA,0.91,0.78,"USFS-PIBO",39.5,80,52,29,"Y"
"90","487","092-11-IK","Rye Grass","USFS-PIBO",44.802879,-113.710731,23513778,"Foothills","1","ID17060204SL015_02",2022,NA,"N","17ab","Dry Gneissic-Schistose-Volcanic Hills","IRO","NorthernRockies","Salmon",17060204,"Lemhi","Managed","8011","2014",2014-07-04,1.15,"< 10 m",25,"< 2 mm",10,NA,53,NA,0.525674,0.78,"USFS-PIBO",39.5,80,52,29,"Y"
"91","1997SLEWA001","1997SLEWA001","Indian Creek","DEQ BURP",45.279664,-116.356465,23569369,"Foothills","1","ID17060210SL001_02a",2022,NA,"N","11g","Canyons and Dissected Uplands","LEW","NorthernRockies","Salmon",17060210,"Little Salmon","","1997SLEWA001","1997",NA,6.73333333333333,"< 10 m",27.49,"< 2.5 mm",NA,NA,53,NA,NA,NA,NA,39.5,80,52,29,"N"
"92","2186","017-10-I","Canyon","USFS-PIBO",48.369278,-116.80843,22990215,"Foothills","1","ID17010215PN003_02",2022,NA,"N","15u","Inland Maritime Foothills and Valleys","CRO","NorthernRockies","Panhandle",17010215,"Priest","Managed","6772","2012",2012-07-17,5.27,"< 10 m",16.84,"< 2 mm",130,NA,53,NA,0.961789,0.78,"USFS-PIBO",39.5,80,52,29,"Y"
"93","1998SIDFA001","1998SIDFA001","Dan Creek","DEQ BURP",43.303876,-111.606334,23149528,"Foothills","1","ID17040205SK029_02",2022,NA,"N","17o","Partly Forested Mountains","IDF","NorthernRockies","Upper Snake",17040205,"Willow","Other","1998SIDFA001","1998",NA,0.523333333333333,"< 10 m",76.14,"< 2.5 mm",10,47,53,1.5,NA,NA,NA,39.5,80,52,29,"Y"
"94","1996SIDFY021","1996SIDFY021","Monument Creek","DEQ BURP",43.35067,-111.533067,24441120,"Foothills","1","ID17040104SK006_02",2022,NA,"Y","17o","Partly Forested Mountains","IDF","NorthernRockies","Upper Snake",17040104,"Palisades","","1996SIDFY021","1996",NA,3.83333333333333,"< 10 m",100,"< 2.5 mm",NA,NA,53,NA,NA,NA,NA,39.5,80,52,29,"N"
"95","2014SIDFA004","2014SIDFA004","Edie Creek","DEQ BURP",44.398132,-112.573124,23227794,"Foothills","1","ID17040215SK010_02",2022,NA,"Y","17ab","Dry Gneissic-Schistose-Volcanic Hills","IDF","NorthernRockies","Upper Snake",17040215,"Medicine Lodge","","2014SIDFA004","2014",NA,1.23333333333333,"< 10 m",31.68,"< 2.5 mm",95,46,53,1.5,NA,NA,NA,39.5,80,52,29,"Y"
"96","2021SIDFA033","2021SIDFA033","Warm Creek","DEQ BURP",44.304418,-113.320537,23233115,"Foothills","1","ID17040217SK013_02",2022,NA,"N","17ab","Dry Gneissic-Schistose-Volcanic Hills","IDF","NorthernRockies","Upper Snake",17040217,"Little Lost","","2021SIDFA033","2021",NA,2.9,"< 10 m",23.23,"< 2.5 mm",150,68,53,3,NA,NA,NA,39.5,80,52,29,"Y"
"97","340","069-12-K","Burnt","USFS-PIBO",45.971869,-116.541883,23560723,"Foothills","1","ID17060209SL005_02",2022,NA,"N","11g","Canyons and Dissected Uplands","LRO","NorthernRockies","Salmon",17060209,"Lower Salmon","Managed","9615","2017",2017-07-19,1.53,"< 10 m",1.14,"< 2 mm",NA,NA,53,NA,NA,0.78,"USFS-PIBO",39.5,80,52,29,"N"
"98","2002SLEWA030","2002SLEWA030","East Fork Big Bear Creek","DEQ BURP",46.883126,-116.558824,23607360,"Foothills","1","ID17060306CL057_02",2022,NA,"N","15v","Northern Idaho Hills and Low Relief Mountains","LEW","NorthernRockies","Clearwater",17060306,"Clearwater","Stress","2002SLEWA030","2002",NA,2,"< 10 m",28.41,"< 2.5 mm",65,47,53,2,NA,NA,NA,39.5,80,52,29,"Y"
"99","84","017-20-I","Cocolalla","USFS-PIBO",48.102206,-116.561761,24114251,"Foothills","1","ID17010214PN014_02",2022,NA,"Y","15u","Inland Maritime Foothills and Valleys","CRO","NorthernRockies","Panhandle",17010214,"Pend Oreille Lake","Managed","6524","2012",2012-06-20,4.61,"< 10 m",24.73,"< 2 mm",70,NA,53,NA,0.894468,0.78,"USFS-PIBO",39.5,80,52,29,"Y"
"100","1998SIDFB066","1998SIDFB066","Pass Creek","DEQ BURP",44.012912,-113.455155,23238408,"Foothills","1","ID17040218SK009_02",2022,NA,"N","17ab","Dry Gneissic-Schistose-Volcanic Hills","IDF","NorthernRockies","Upper Snake",17040218,"Big Lost","Other","1998SIDFB066","1998",NA,0.95,"< 10 m",55.9,"< 2.5 mm",40,55,53,1.5,NA,NA,NA,39.5,80,52,29,"Y"
"101","SA-SS-13258","SA-SS-13258","SOUTH FORK YEARIAN CREEK","BLM",44.861377,-113.542238,23513676,"Foothills","1","ID17060204SL055b_02",2022,NA,"N","17ab","Dry Gneissic-Schistose-Volcanic Hills","IRO","NorthernRockies","Salmon",17060204,"Lemhi",NA,"164297","2017",2017-07-07,2.42,"< 10 m",16.8,"< 2 mm",170,NA,53,NA,0.930517,0.63,"ColumbiaRiverBasin_PIBO",39.5,80,52,29,"Y"
"102","480","092-03-I","Yearian","USFS-PIBO",44.860316,-113.549239,23513198,"Foothills","1","ID17060204SL055b_02",2022,NA,"N","17ab","Dry Gneissic-Schistose-Volcanic Hills","IRO","NorthernRockies","Salmon",17060204,"Lemhi","Managed","4939","2009",2009-07-09,3.2,"< 10 m",29.81,"< 2 mm",35,NA,53,NA,0.591,0.78,"USFS-PIBO",39.5,80,52,29,"Y"
"103","2021SCDAA020","2021SCDAA020","Prichard Creek","DEQ BURP",47.59546,-115.751543,24372974,"Mountains","2","ID17010301PN005_02",2022,NA,"Y","15o","Coeur d Alene Metasedimentary Zone","CDA","NorthernRockies","Panhandle",17010301,"Upper Coeur d Alene","","2021SCDAA020","2021",NA,5.2,"< 10 m",1.75,"< 2.5 mm",200,73,52,2.67,NA,NA,NA,28.3,145,54,29,"Y"
"104","2016SLEWA008","2016SLEWA008","Webb Creek","DEQ BURP",46.158082,-116.74209,23605978,"Foothills","1","ID17060306CL007_02",2022,NA,"N","11f","Canyons and Dissected Highlands","LEW","NorthernRockies","Clearwater",17060306,"Clearwater","","2016SLEWA008","2016",NA,2.33333333333333,"< 10 m",23.11,"< 2.5 mm",10,61,53,2,NA,NA,NA,39.5,80,52,29,"Y"
"105","2003SCDAA006","2003SCDAA006","Indian Creek","DEQ BURP",47.129634,-116.761715,23019014,"Foothills","1","ID17010306PN001_02T",2022,NA,"N","15v","Northern Idaho Hills and Low Relief Mountains","CDA","NorthernRockies","Panhandle",17010306,"Hangman","Other","2003SCDAA006","2003",NA,1.83333333333333,"< 10 m",38.41,"< 2.5 mm",NA,NA,53,2.5,NA,NA,NA,39.5,80,52,29,"N"
"106","1998SIDFB132","1998SIDFB132","Stinking Creek","DEQ BURP",44.465616,-113.64681,23500119,"Foothills","1","ID17060202SL031_02",2022,NA,"N","17ab","Dry Gneissic-Schistose-Volcanic Hills","IDF","NorthernRockies","Salmon",17060202,"Pahsimeroi","Other","1998SIDFB132","1998",NA,3.36666666666667,"< 10 m",39.68,"< 2.5 mm",75,53,53,2,NA,NA,NA,39.5,80,52,29,"Y"
"107","2004SPOCA048","2004SPOCA048","Lau Creek","DEQ BURP",42.971125,-111.207976,23135005,"Foothills","1","ID17040105SK003_02c",2022,NA,"N","17o","Partly Forested Mountains","POC","NorthernRockies","Upper Snake",17040105,"Salt","Reference","2004SPOCA048","2004",NA,1.76666666666667,"< 10 m",65.61,"< 2.5 mm",NA,NA,53,NA,NA,NA,NA,39.5,80,52,29,"N"
"108","1994SIDFA014","1994SIDFA014","Hell Creek","DEQ BURP",43.298804,-111.580546,23149548,"Foothills","1","ID17040205SK029_02",2022,NA,"N","17o","Partly Forested Mountains","IDF","NorthernRockies","Upper Snake",17040205,"Willow","","1994SIDFA014","1994",NA,2.01666666666667,"< 10 m",64.49,"< 2.5 mm",NA,NA,53,NA,NA,NA,NA,39.5,80,52,29,"N"
"109","1998SIDFA026","1998SIDFA026","Berry Creek","DEQ BURP",44.516798,-112.273204,23223538,"Foothills","1","ID17040214SK021_02",2022,NA,"N","17ab","Dry Gneissic-Schistose-Volcanic Hills","IDF","NorthernRockies","Upper Snake",17040214,"Beaver-Camas","Other","1998SIDFA026","1998",NA,1.25,"< 10 m",91.67,"< 2.5 mm",35,60,53,1.5,NA,NA,NA,39.5,80,52,29,"Y"
"110","1994SBOIA019","1994SBOIA019","Lost Creek","DEQ BURP",45.031649,-116.521851,24184484,"Foothills","1","ID17050124SW020_02",2022,NA,"N","11f","Canyons and Dissected Highlands","BOI","NorthernRockies","Southwest",17050124,"Weiser","","1994SBOIA019","1994",NA,5.3,"< 10 m",3.39,"< 2.5 mm",NA,NA,53,NA,NA,NA,NA,39.5,80,52,29,"N"
"111","1998SIDFA002","1998SIDFA002","Brockman Creek","DEQ BURP",43.199754,-111.404253,23149970,"Foothills","1","ID17040205SK025_02",2022,NA,"Y","17o","Partly Forested Mountains","IDF","NorthernRockies","Upper Snake",17040205,"Willow","Other","1998SIDFA002","1998",NA,2.16666666666667,"< 10 m",72.39,"< 2.5 mm",15,46,53,1,NA,NA,NA,39.5,80,52,29,"Y"
"112","1998SIDFB035","1998SIDFB035","North Fork Sage Creek","DEQ BURP",44.095306,-114.055568,23239366,"Foothills","1","ID17040218SK022_02",2022,NA,"N","17ab","Dry Gneissic-Schistose-Volcanic Hills","IDF","NorthernRockies","Upper Snake",17040218,"Big Lost","Other","1998SIDFB035","1998",NA,2.04,"< 10 m",53.37,"< 2.5 mm",85,46,53,1.5,NA,NA,NA,39.5,80,52,29,"Y"
"113","336","069-06-K","Packers","USFS-PIBO",45.952913,-116.438695,23561447,"Foothills","1","ID17060209SL001_02",2022,NA,"N","11g","Canyons and Dissected Uplands","LRO","NorthernRockies","Salmon",17060209,"Lower Salmon","Managed","9611","2017",2017-07-18,1.72,"< 10 m",12.12,"< 2 mm",NA,NA,53,NA,NA,0.78,"USFS-PIBO",39.5,80,52,29,"N"
"114","IF-SS-10310","IF-SS-10310","Horse Creek","BLM",44.1009067,-113.1931957,23233821,"Foothills","1","ID17040217SK009_02",2022,NA,"N","17ab","Dry Gneissic-Schistose-Volcanic Hills","IRO","NorthernRockies","Upper Snake",17040217,"Little Lost",NA,NA,"2022",2022-07-09,1.39,"< 10 m",45.2,"< 2 mm",NA,NA,53,NA,NA,NA,"",39.5,80,52,29,"N"
"115","334","069-01-K","Mcculley","USFS-PIBO",45.814942,-116.309358,23561679,"Foothills","1","ID17060209SL008_02",2022,NA,"N","11g","Canyons and Dissected Uplands","LRO","NorthernRockies","Salmon",17060209,"Lower Salmon","Managed","9609","2017",2017-08-23,2.87,"< 10 m",11.58,"< 2 mm",NA,NA,53,NA,NA,0.78,"USFS-PIBO",39.5,80,52,29,"N"
"116","1997SLEWC005","1997SLEWC005","China Creek","DEQ BURP",45.558256,-116.374832,23560813,"Foothills","1","ID17060209SL012_02",2022,NA,"N","11e","Wallowas/Seven Devils Mountains","LEW","NorthernRockies","Salmon",17060209,"Lower Salmon","","1997SLEWC005","1997",NA,2,"< 10 m",11.8,"< 2.5 mm",NA,NA,53,NA,NA,NA,NA,39.5,80,52,29,"N"
"117","2018SIDFA035","2018SIDFA035","Donkey Creek","DEQ BURP",44.32596,-113.60625,23498981,"Foothills","1","ID17060202SL029_02",2022,NA,"N","17ab","Dry Gneissic-Schistose-Volcanic Hills","IDF","NorthernRockies","Salmon",17060202,"Pahsimeroi","","2018SIDFA035","2018",NA,0.9,"< 10 m",25,"< 2.5 mm",30,55,53,2.33,NA,NA,NA,39.5,80,52,29,"Y"
"118","1997SPOCA051","1997SPOCA051","Lanes Creek","DEQ BURP",42.939131,-111.225555,24479473,"Foothills","1","ID17040207SK018_02a",2022,NA,"N","17o","Partly Forested Mountains","POC","NorthernRockies","Upper Snake",17040207,"Blackfoot","","1997SPOCA051","1997",NA,2.56666666666667,"< 10 m",13.37,"< 2.5 mm",NA,NA,53,NA,NA,NA,NA,39.5,80,52,29,"N"
"119","1999SLEWB015","1999SLEWB015","Crane Creek","DEQ BURP",47.013622,-116.847167,23460369,"Foothills","1","ID17060108CL031a_02",2022,NA,"Y","15v","Northern Idaho Hills and Low Relief Mountains","LEW","NorthernRockies","Clearwater",17060108,"Palouse","Other","1999SLEWB015","1999",NA,2.7,"< 10 m",61.2,"< 2.5 mm",65,64,53,2.33,NA,NA,NA,39.5,80,52,29,"Y"
"120","1373","096-14-I","Deep","USFS-PIBO",45.104211,-114.16262,23503284,"Mountains","2","ID17060203SL022_02",2022,NA,"N","16k","Southern Forested Mountains","IRO","NorthernRockies","Salmon",17060203,"Middle Salmon-Panther","Managed","5457","2010",2010-07-21,4.98,"< 10 m",2.86,"< 2 mm",110,NA,52,NA,0.785154,0.78,"USFS-PIBO",28.3,145,54,29,"Y"
"121","1994SCDAA004","1994SCDAA004","Cocolalla Creek","DEQ BURP",48.094204,-116.587708,24114251,"Foothills","1","ID17010214PN014_02",2022,NA,"Y","15u","Inland Maritime Foothills and Valleys","CDA","NorthernRockies","Panhandle",17010214,"Pend Oreille Lake","","1994SCDAA004","1994",NA,3.63333333333333,"< 10 m",13.08,"< 2.5 mm",NA,NA,53,NA,NA,NA,NA,39.5,80,52,29,"N"
"122","82","017-01-I","Dubius","USFS-PIBO",48.400458,-116.921598,22989845,"Foothills","1","ID17010215PN001_02",2022,NA,"N","15u","Inland Maritime Foothills and Valleys","CRO","NorthernRockies","Panhandle",17010215,"Priest","Managed","3627","2007",2007-06-16,2.82,"< 10 m",50.94,"< 2 mm",65,NA,53,NA,0.692,0.78,"USFS-PIBO",39.5,80,52,29,"Y"
"123","1997SIDFL057","1997SIDFL057","North Fork Horseshoe Creek","DEQ BURP",43.726917,-111.314897,24470756,"Foothills","1","ID17040204SK022_02",2022,NA,"N","17o","Partly Forested Mountains","IDF","NorthernRockies","Upper Snake",17040204,"Teton","","1997SIDFL057","1997",NA,1.85,"< 10 m",44.3,"< 2.5 mm",NA,NA,53,NA,NA,NA,NA,39.5,80,52,29,"N"
"124","2002SIDFA023","2002SIDFA023","East Fork Cottonwood Creek","DEQ BURP",44.372397,-112.307892,23224350,"Foothills","1","ID17040214SK026_02",2022,NA,"N","17ab","Dry Gneissic-Schistose-Volcanic Hills","IDF","NorthernRockies","Upper Snake",17040214,"Beaver-Camas","Other","2002SIDFA023","2002",NA,2.05,"< 10 m",18.6,"< 2.5 mm",70,64,53,2.5,NA,NA,NA,39.5,80,52,29,"Y"
"125","1997SIDFL040","1997SIDFL040","Coal Creek","DEQ BURP",44.047625,-113.457492,23233949,"Foothills","1","ID17040217SK024_02",2022,NA,"Y","17ab","Dry Gneissic-Schistose-Volcanic Hills","IDF","NorthernRockies","Upper Snake",17040217,"Little Lost","","1997SIDFL040","1997",NA,1.95,"< 10 m",60.98,"< 2.5 mm",NA,NA,53,NA,NA,NA,NA,39.5,80,52,29,"N"
"126","1994SIDFA046","1994SIDFA046","East Fork Wimpey Creek","DEQ BURP",45.117582,-113.676787,23513434,"Foothills","1","ID17060204SL063_02",2022,NA,"Y","17ab","Dry Gneissic-Schistose-Volcanic Hills","IDF","NorthernRockies","Salmon",17060204,"Lemhi","","1994SIDFA046","1994",NA,3.46666666666667,"< 10 m",19.23,"< 2.5 mm",NA,NA,53,NA,NA,NA,NA,39.5,80,52,29,"N"
"127","2005SPOCA023","2005SPOCA023","Angus Creek","DEQ BURP",42.833049,-111.405712,24479815,"Foothills","1","ID17040207SK023_02b",2022,NA,"Y","17o","Partly Forested Mountains","POC","NorthernRockies","Upper Snake",17040207,"Blackfoot","Other","2005SPOCA023","2005",NA,3.8,"< 10 m",97.08,"< 2.5 mm",0,21,53,1,NA,NA,NA,39.5,80,52,29,"Y"
"128","2004SPOCA053","2004SPOCA053","Black Canyon","DEQ BURP",43.047535,-111.144266,23134671,"Foothills","1","ID17040105SK002_02",2022,NA,"N","17o","Partly Forested Mountains","POC","NorthernRockies","Upper Snake",17040105,"Salt","Reference","2004SPOCA053","2004",NA,0.933333333333333,"< 10 m",62.43,"< 2.5 mm",NA,NA,53,NA,NA,NA,NA,39.5,80,52,29,"N"
"129","2002SIDFA024","2002SIDFA024","West Fork Cottonwood Creek","DEQ BURP",44.377475,-112.330503,23224274,"Foothills","1","ID17040214SK026_02",2022,NA,"N","17ab","Dry Gneissic-Schistose-Volcanic Hills","IDF","NorthernRockies","Upper Snake",17040214,"Beaver-Camas","Other","2002SIDFA024","2002",NA,2.31666666666667,"< 10 m",11.76,"< 2.5 mm",65,38,53,1,NA,NA,NA,39.5,80,52,29,"Y"
